id,label
jet_3038,0.13748252
jet_2815,0.46128196
jet_530,0.2789275
jet_290,0.6934493
jet_3406,0.21587753
jet_2512,1.0944679
jet_252,0.1705162
jet_3290,1.4143286
jet_350,0.42834163
jet_1128,0.106262505
jet_3154,0.8730015
jet_1617,0.0
jet_3351,0.3849715
jet_90,0.0
jet_3158,0.15194279
jet_3048,0.31392103
jet_1482,0.2518837
jet_3082,0.57365006
jet_26,2.5880475
jet_4403,0.034136534
jet_4415,1.1024716
jet_4708,0.40798068
jet_2103,0.7310845
jet_3997,0.22078156
jet_810,0.14960623
jet_3321,0.3331827
jet_1962,0.054498255
jet_4880,0.8102003
jet_3727,0.44528633
jet_1726,0.5452296
jet_1425,0.14708519
jet_254,1.4891946
jet_2370,0.6866129
jet_2813,0.38833278
jet_1507,0.3430074
jet_4333,0.40948594
jet_2543,0.34950262
jet_1034,0.44742888
jet_3193,0.1500287
jet_471,0.2646615
jet_1747,0.093250334
jet_4671,1.6337426
jet_315,1.005506
jet_1272,0.07541144
jet_856,0.16936976
jet_1616,0.099654555
jet_3621,0.2198456
jet_2307,0.44748408
jet_3159,0.31054902
jet_69,0.3512963
jet_3259,0.091162026
jet_734,0.45034796
jet_2229,0.05470282
jet_1557,0.0
jet_931,0.1170491
jet_4006,0.9227604
jet_1730,0.0
jet_3652,0.39461112
jet_1702,0.0
jet_1839,0.95645124
jet_4720,0.8698202
jet_2367,0.0
jet_1001,0.08143294
jet_1717,0.22885597
jet_387,1.5257587
jet_1550,0.798719
jet_4855,0.83012944
jet_1204,0.37475103
jet_3703,1.150603
jet_949,1.1460385
jet_2846,0.5304311
jet_410,1.8873146
jet_1018,0.7199326
jet_109,0.25686514
jet_4970,1.9457867
jet_4775,0.712673
jet_3220,0.48956114
jet_3408,0.24654108
jet_3667,0.20376891
jet_2576,0.6720943
jet_4557,0.5590443
jet_1261,0.0
jet_829,0.48020762
jet_2847,0.4881807
jet_3647,1.0608191
jet_3515,0.7098424
jet_4748,0.88559574
jet_4788,0.41239887
jet_4949,0.66582483
jet_4786,0.93084687
jet_4161,1.6793272
jet_2886,0.0018002391
jet_1117,0.25326365
jet_505,0.40065902
jet_2284,0.2608552
jet_3964,0.47082275
jet_177,0.19221121
jet_3526,0.79783946
jet_4711,0.0
jet_80,1.6552868
jet_577,0.0
jet_586,0.14688551
jet_2439,0.17608464
jet_1694,0.080090284
jet_4507,1.2122469
jet_1421,0.428555
jet_221,0.25694853
jet_93,0.8646187
jet_2646,0.25404143
jet_2561,0.38540858
jet_2742,0.18786252
jet_677,0.27451676
jet_1002,0.2522608
jet_3920,0.0
jet_4013,0.19455886
jet_4525,0.5205917
jet_3718,0.017918408
jet_1491,0.0009967089
jet_4232,0.31434202
jet_2312,0.0
jet_765,0.41883212
jet_3651,2.9546938
jet_1881,0.8734723
jet_4241,1.3653638
jet_538,0.21914256
jet_2948,0.72593457
jet_3334,2.1326115
jet_1220,0.30814666
jet_1057,0.53514165
jet_2045,1.5467744
jet_4153,0.70555
jet_4892,0.14382493
jet_3690,0.524116
jet_4408,0.33908522
jet_2706,0.08607721
jet_1268,0.5308557
jet_2789,0.76548666
jet_655,0.0
jet_3725,1.4787099
jet_219,0.4499448
jet_4597,0.0
jet_3754,0.36564535
jet_43,0.19705665
jet_210,0.07681644
jet_1966,0.29127556
jet_354,1.043684
jet_1513,0.34211743
jet_4237,1.3268712
jet_4438,2.0644643
jet_2495,0.17425263
jet_367,0.18322486
jet_2833,0.4124285
jet_4767,1.6082842
jet_4568,0.84648496
jet_135,0.36648792
jet_1448,0.2996499
jet_47,0.29843134
jet_4287,0.59359175
jet_2880,0.15925413
jet_4235,0.4514473
jet_3289,0.43849695
jet_3022,0.15445405
jet_3296,0.23446375
jet_61,0.0
jet_642,0.17188388
jet_3034,0.6635756
jet_95,0.43019015
jet_478,0.4191944
jet_1739,0.16849309
jet_1600,0.18879402
jet_3842,0.4038912
jet_1126,0.17786354
jet_3937,0.44369036
jet_4648,0.7092325
jet_322,2.1843326
jet_3269,0.2404471
jet_2244,0.08705151
jet_4286,1.0199065
jet_4706,0.47478288
jet_3071,0.6630588
jet_1705,0.17346215
jet_4229,0.6484707
jet_3428,0.2546814
jet_291,0.69443554
jet_3046,0.38718033
jet_1032,0.3597458
jet_533,0.21484208
jet_3963,1.2142379
jet_2673,0.5846439
jet_4476,0.6715552
jet_2792,0.077806115
jet_2031,0.12426013
jet_4922,0.3742544
jet_3980,0.77130824
jet_731,0.19407731
jet_4071,0.32528937
jet_4920,1.5676024
jet_1650,0.32434434
jet_1149,0.0
jet_2784,0.0
jet_1456,1.2367783
jet_3641,0.079476535
jet_2413,0.51532334
jet_1074,0.120245636
jet_1782,0.57921904
jet_3166,0.48816854
jet_848,0.4034518
jet_4638,0.14197409
jet_4947,1.6473713
jet_2929,0.23810971
jet_3065,0.16191012
jet_4077,0.5847736
jet_2659,0.38094002
jet_3265,0.69454235
jet_1095,0.56098634
jet_4189,1.0589566
jet_2267,0.13087767
jet_1221,0.49543458
jet_2714,0.1032722
jet_3613,1.1977932
jet_683,0.2822178
jet_3035,0.10826552
jet_3379,0.5489704
jet_1714,0.37114298
jet_3320,0.80619174
jet_2908,0.12742376
jet_70,0.25444615
jet_926,1.567239
jet_2818,0.0
jet_800,0.0
jet_3282,0.4313497
jet_3109,0.14957368
jet_2596,0.0
jet_3338,1.2039022
jet_1323,0.09296113
jet_3505,0.59459716
jet_1209,1.2603743
jet_952,0.25505835
jet_2337,0.0635795
jet_1658,0.5552501
jet_1485,0.48256952
jet_4387,0.34081805
jet_3800,0.04873389
jet_3055,0.09508538
jet_2988,0.99167496
jet_1803,0.2716397
jet_1935,0.8303823
jet_1049,0.05589068
jet_4740,1.804611
jet_3657,1.5178456
jet_3691,2.0162065
jet_2955,0.4268046
jet_2348,0.3361596
jet_1952,1.1456728
jet_969,0.5302505
jet_1606,0.01469326
jet_3820,0.49798018
jet_3975,0.0
jet_1878,0.43756318
jet_1670,0.32356125
jet_3646,0.4099579
jet_2095,0.16993296
jet_233,0.2224921
jet_4589,0.21416646
jet_633,0.7033964
jet_3837,1.0202837
jet_415,0.57997245
jet_1840,0.8730183
jet_1723,0.041604638
jet_1862,0.4153968
jet_4533,0.9412133
jet_2236,0.6963319
jet_17,0.42170691
jet_3085,0.096802235
jet_1732,0.3383867
jet_1740,2.3833578
jet_1020,1.5270336
jet_596,1.201338
jet_4207,1.0843923
jet_2181,0.044032574
jet_977,0.0
jet_2473,0.27771968
jet_2934,0.05377984
jet_893,0.92435616
jet_371,0.22445488
jet_1371,0.44417375
jet_1973,0.19078678
jet_598,0.0
jet_238,0.03983426
jet_4766,1.3014879
jet_4391,1.9952066
jet_2917,0.9043463
jet_2115,0.0
jet_2016,0.3201623
jet_4944,0.8253214
jet_3203,0.5560909
jet_4473,2.2029855
jet_4655,0.683618
jet_2788,0.2980035
jet_915,0.22256833
jet_733,0.5091514
jet_1932,0.27195984
jet_3316,0.30358642
jet_1918,0.21486908
jet_4275,0.465182
jet_841,0.3015918
jet_1536,0.0
jet_5002,1.3423438
jet_1672,0.18809628
jet_3585,1.0731363
jet_4795,1.6802499
jet_621,1.0676327
jet_2328,0.021628618
jet_3679,0.90987676
jet_566,0.17229044
jet_1779,0.40720624
jet_2210,0.0
jet_1615,0.8156852
jet_51,0.19990128
jet_2331,0.3891471
jet_787,0.44804972
jet_2944,0.6743086
jet_3100,0.40526414
jet_534,0.0
jet_4169,0.73252577
jet_1253,0.10090172
jet_443,0.0
jet_1424,0.3793373
jet_195,0.69675726
jet_721,0.07431549
jet_1618,0.5192662
jet_1175,1.8263121
jet_4329,0.0
jet_3044,0.32545006
jet_1397,0.028817654
jet_3006,0.0
jet_4277,0.0
jet_3364,0.3968851
jet_3750,0.0
jet_644,0.022567272
jet_4717,0.6046186
jet_3815,0.75506645
jet_4894,0.2058503
jet_5022,0.8788031
jet_120,0.6009616
jet_1255,0.64849967
jet_1187,0.0
jet_4915,1.3994322
jet_4080,0.73923093
jet_3542,1.297801
jet_134,0.21675485
jet_2702,0.28708023
jet_3425,1.2737913
jet_2314,0.38149184
jet_184,0.4371847
jet_4477,0.3438474
jet_3365,1.5149372
jet_511,0.4042955
jet_2133,1.5338583
jet_62,0.3729694
jet_3921,0.11594659
jet_2707,0.7169594
jet_3764,1.0312915
jet_4820,0.9501261
jet_3865,0.2092902
jet_251,0.5054024
jet_994,0.5635682
jet_3790,0.6591453
jet_803,0.0
jet_2642,0.53963476
jet_4529,0.47191364
jet_122,0.78503186
jet_4888,0.69058317
jet_3635,0.6154235
jet_4257,0.35772723
jet_2457,0.6500103
jet_567,0.15822715
jet_2168,0.0
jet_3945,0.7358661
jet_1436,0.66657704
jet_1609,0.14653808
jet_896,0.73707443
jet_1786,0.24868321
jet_1025,0.0
jet_4905,1.0067904
jet_812,0.27206874
jet_720,0.31142437
jet_2749,1.725343
jet_3492,1.1423182
jet_2231,0.37668133
jet_3535,0.88007075
jet_602,0.4483989
jet_3826,0.2832492
jet_3275,0.39500636
jet_3126,0.38422924
jet_3503,0.4997545
jet_318,1.3654037
jet_4747,0.37668765
jet_2311,0.27213353
jet_274,0.33321297
jet_1892,0.3994642
jet_549,0.16703707
jet_4091,0.08070749
jet_838,0.0
jet_4919,0.90464646
jet_4732,0.8169829
jet_605,0.038074672
jet_4481,0.8429596
jet_527,0.37378412
jet_3094,0.38345128
jet_2378,0.27560472
jet_4150,1.6620455
jet_3822,0.5806467
jet_4852,0.3663109
jet_1849,0.56793815
jet_298,0.6180058
jet_3982,0.0
jet_3459,1.146157
jet_3026,0.0
jet_4201,0.66144544
jet_4450,0.87513953
jet_4884,0.4850753
jet_1595,0.20556623
jet_4639,0.7778551
jet_1720,0.0
jet_756,0.2545063
jet_2567,0.33335268
jet_2856,0.73630613
jet_4026,0.87521166
jet_4116,0.6006654
jet_4726,1.5711911
jet_4102,0.91482157
jet_1877,0.277812
jet_376,0.35344082
jet_3827,0.17124599
jet_1073,0.0
jet_4081,0.43499023
jet_1755,0.38700223
jet_378,0.0
jet_3760,0.54601806
jet_3864,1.0085139
jet_1129,0.23160553
jet_4420,1.16536
jet_2945,0.0
jet_2194,0.57025546
jet_1699,0.31334502
jet_3591,0.55298394
jet_2751,0.50457305
jet_2144,2.1533418
jet_2302,0.4941755
jet_1375,0.8639299
jet_794,0.037772894
jet_5011,0.43605977
jet_1666,0.16428572
jet_2157,0.21484369
jet_175,0.0
jet_1052,0.49838609
jet_2776,0.6327289
jet_4163,1.5448551
jet_45,0.14777714
jet_3043,0.5242452
jet_2305,0.05894798
jet_3872,0.3997982
jet_4784,0.57829815
jet_1539,0.95647055
jet_3824,0.2651319
jet_2389,0.8974989
jet_3612,0.5738799
jet_3751,0.7898223
jet_1718,0.24111849
jet_4510,0.32431042
jet_2458,0.019871175
jet_283,0.20639467
jet_1566,0.252025
jet_1893,0.021923244
jet_2251,0.38270158
jet_4468,0.0
jet_4791,1.8736668
jet_1200,0.668973
jet_2099,0.13703227
jet_2057,0.37397265
jet_2588,1.1128662
jet_1770,1.9450202
jet_4925,0.72444004
jet_4856,0.105267346
jet_1029,0.96644217
jet_1090,0.48613852
jet_3574,0.8744367
jet_4582,0.91912764
jet_4399,0.22693443
jet_4904,1.0462627
jet_2583,0.35804778
jet_99,0.85856074
jet_2217,0.3241582
jet_1345,0.36335444
jet_4048,2.6858413
jet_1242,1.3473418
jet_351,0.65997773
jet_2770,0.9723647
jet_2651,0.52660984
jet_1543,0.56370527
jet_1183,0.15133315
jet_718,0.13156492
jet_3138,0.15171802
jet_3946,0.88990027
jet_1551,0.1346699
jet_308,0.32501775
jet_1647,0.07333416
jet_833,0.7288043
jet_366,0.8857692
jet_3102,0.8182501
jet_4971,0.5196021
jet_944,0.58119804
jet_3813,0.53273743
jet_2575,0.19940323
jet_1135,0.11239457
jet_19,0.448093
jet_4463,0.90486616
jet_1215,0.20611042
jet_4388,1.0353813
jet_218,1.9181786
jet_3758,0.502381
jet_438,0.0
jet_2093,2.312343
jet_3653,1.1452014
jet_3333,0.50264615
jet_3479,0.0
jet_1084,0.3345856
jet_4674,0.32091802
jet_2098,0.37881738
jet_2802,0.4526345
jet_802,0.2978211
jet_3039,0.0
jet_2405,0.20243484
jet_3773,0.5510058
jet_2574,0.45365804
jet_582,0.16404742
jet_203,1.0129936
jet_4095,1.8152218
jet_4032,0.6981023
jet_2594,0.42285645
jet_4039,0.60474414
jet_3453,0.0
jet_2072,0.0
jet_1056,0.24058306
jet_3628,0.8479392
jet_2726,0.3630967
jet_2610,0.0
jet_3396,0.87597674
jet_517,0.2928791
jet_3566,1.4027529
jet_1362,0.25398737
jet_1872,0.3766063
jet_668,0.075794816
jet_4382,0.29576254
jet_2269,0.49197012
jet_4938,1.8042667
jet_3878,0.6267962
jet_3862,0.6856926
jet_1258,0.37818533
jet_2387,0.16955984
jet_4428,0.7400896
jet_3388,0.5194134
jet_3438,2.7600384
jet_3742,0.1400168
jet_759,1.2305641
jet_1055,0.7477209
jet_3681,0.56177586
jet_3000,0.0
jet_4434,0.78312343
jet_4301,0.52257484
jet_2414,0.17878664
jet_214,0.0
jet_3377,1.2482734
jet_2640,0.4213664
jet_693,0.35124797
jet_4139,0.215909
jet_3670,0.839158
jet_2146,0.5353331
jet_2937,0.10760075
jet_2572,0.42325765
jet_4631,0.0
jet_3386,0.5202841
jet_1321,0.82706136
jet_196,0.0
jet_1075,0.3811037
jet_1578,0.11304563
jet_4605,0.64475363
jet_879,0.19684225
jet_3209,0.3047983
jet_2921,1.0919001
jet_4243,0.5147458
jet_2759,0.0
jet_887,0.31151748
jet_2476,0.21131086
jet_68,0.13930625
jet_3996,0.35488904
jet_3123,0.74320513
jet_568,0.024739265
jet_3016,0.022471964
jet_96,0.5078674
jet_2135,1.2630847
jet_3965,1.1574798
jet_139,0.13924599
jet_1391,0.0
jet_3135,0.58048826
jet_4200,0.19868177
jet_1374,0.17481923
jet_1588,0.73745686
jet_1338,0.96460766
jet_4418,1.063204
jet_4240,0.2729283
jet_3012,0.18140125
jet_463,0.030671895
jet_2361,0.48216802
jet_1412,0.23371828
jet_2024,0.0
jet_594,0.7291953
jet_3362,0.8037327
jet_625,0.87081236
jet_450,0.39544713
jet_1534,0.4059496
jet_2464,0.48088986
jet_1094,0.029932916
jet_1340,0.0
jet_2004,0.34749943
jet_996,0.038337767
jet_4827,0.3256995
jet_2527,0.5064313
jet_1941,0.107691884
